size,psnr,ssim,loss,frame_id,nframes,model_id,video
2373.044708251953,34.19455337524414,0.9112570285797119,0.0,17,0,64,segment_3n09ufoMWAg_1280x720.mp4
2358.272705078125,34.053428649902344,0.9046666026115417,0.0,18,0,64,segment_3n09ufoMWAg_1280x720.mp4
1662.4036560058594,33.53406524658203,0.9025992751121521,0.0,19,0,64,segment_3n09ufoMWAg_1280x720.mp4
1283.8808898925781,34.05913543701172,0.904751718044281,0.0,20,0,64,segment_3n09ufoMWAg_1280x720.mp4
1119.9459686279297,33.665802001953125,0.9004319906234741,0.0,21,0,64,segment_3n09ufoMWAg_1280x720.mp4
1145.9086608886719,34.02683639526367,0.9017877578735352,0.0,22,0,64,segment_3n09ufoMWAg_1280x720.mp4
1661.2942504882812,34.218299865722656,0.9020112752914429,0.0,23,0,64,segment_3n09ufoMWAg_1280x720.mp4
1623.9388427734375,33.4033317565918,0.895318865776062,0.0,24,0,64,segment_3n09ufoMWAg_1280x720.mp4
1618.1872863769531,33.52896499633789,0.8947596549987793,0.0,25,0,64,segment_3n09ufoMWAg_1280x720.mp4
1697.7190399169922,33.46603012084961,0.8927423357963562,0.0,26,0,64,segment_3n09ufoMWAg_1280x720.mp4
1460.6719055175781,33.359962463378906,0.8914625644683838,0.0,27,0,64,segment_3n09ufoMWAg_1280x720.mp4
1535.6474609375,33.18803024291992,0.8901325464248657,0.0,28,0,64,segment_3n09ufoMWAg_1280x720.mp4
1209.6894226074219,33.0622673034668,0.8908059597015381,0.0,29,0,64,segment_3n09ufoMWAg_1280x720.mp4
1229.131591796875,33.269168853759766,0.8951634764671326,0.0,30,0,64,segment_3n09ufoMWAg_1280x720.mp4
989.3259735107422,33.6298828125,0.8980995416641235,0.0,31,0,64,segment_3n09ufoMWAg_1280x720.mp4
1092.5442352294922,33.70377731323242,0.8962416648864746,0.0,32,0,64,segment_3n09ufoMWAg_1280x720.mp4
1223.1472930908203,33.95812225341797,0.9081100225448608,0.0,33,0,64,segment_3n09ufoMWAg_1280x720.mp4
1571.272476196289,33.76482009887695,0.9145371913909912,0.0,34,0,64,segment_3n09ufoMWAg_1280x720.mp4
1388.2887420654297,33.79661178588867,0.9154106974601746,0.0,35,0,64,segment_3n09ufoMWAg_1280x720.mp4
1383.8355712890625,34.03765869140625,0.9143544435501099,0.0,36,0,64,segment_3n09ufoMWAg_1280x720.mp4
1376.9199829101562,34.1446647644043,0.9132201671600342,0.0,37,0,64,segment_3n09ufoMWAg_1280x720.mp4
1576.2135772705078,34.0196418762207,0.9100167155265808,0.0,38,0,64,segment_3n09ufoMWAg_1280x720.mp4
1297.7631225585938,33.79589080810547,0.9056510925292969,0.0,39,0,64,segment_3n09ufoMWAg_1280x720.mp4
1566.033447265625,33.35645294189453,0.9109406471252441,0.0,40,0,64,segment_3n09ufoMWAg_1280x720.mp4
1613.3602447509766,33.18632888793945,0.9073254466056824,0.0,41,0,64,segment_3n09ufoMWAg_1280x720.mp4
1708.6409606933594,33.164546966552734,0.9058388471603394,0.0,42,0,64,segment_3n09ufoMWAg_1280x720.mp4
2199.3925170898438,33.179412841796875,0.9052448272705078,0.0,43,0,64,segment_3n09ufoMWAg_1280x720.mp4
1586.7826538085938,33.026397705078125,0.9028067588806152,0.0,44,0,64,segment_3n09ufoMWAg_1280x720.mp4
1689.4772186279297,32.93456268310547,0.8999857306480408,0.0,45,0,64,segment_3n09ufoMWAg_1280x720.mp4
1508.5968322753906,32.923728942871094,0.8980931043624878,0.0,46,0,64,segment_3n09ufoMWAg_1280x720.mp4
1286.257797241211,33.1202278137207,0.899148166179657,0.0,47,0,64,segment_3n09ufoMWAg_1280x720.mp4
1317.5079040527344,33.079505920410156,0.8995935320854187,0.0,48,0,64,segment_3n09ufoMWAg_1280x720.mp4
1350.8018798828125,33.0318717956543,0.9068304896354675,0.0,49,0,64,segment_3n09ufoMWAg_1280x720.mp4
1484.5069885253906,33.4267578125,0.9205557703971863,0.0,50,0,64,segment_3n09ufoMWAg_1280x720.mp4
1804.001220703125,33.437164306640625,0.9171158671379089,0.0,51,0,64,segment_3n09ufoMWAg_1280x720.mp4
1996.755859375,33.53185272216797,0.9157091975212097,0.0,52,0,64,segment_3n09ufoMWAg_1280x720.mp4
1755.9576110839844,33.40488052368164,0.9175009727478027,0.0,53,0,64,segment_3n09ufoMWAg_1280x720.mp4
1433.4201965332031,33.55307388305664,0.9175312519073486,0.0,54,0,64,segment_3n09ufoMWAg_1280x720.mp4
1455.3946075439453,33.345726013183594,0.9155060052871704,0.0,55,0,64,segment_3n09ufoMWAg_1280x720.mp4
1449.308822631836,32.716026306152344,0.9105576276779175,0.0,56,0,64,segment_3n09ufoMWAg_1280x720.mp4
1037.845687866211,32.80451583862305,0.9136753082275391,0.0,57,0,64,segment_3n09ufoMWAg_1280x720.mp4
1118.674057006836,32.84881591796875,0.916996955871582,0.0,58,0,64,segment_3n09ufoMWAg_1280x720.mp4
1057.5821838378906,32.719608306884766,0.9267911911010742,0.0,59,0,64,segment_3n09ufoMWAg_1280x720.mp4
1059.2017822265625,32.72920227050781,0.9359352588653564,0.0,60,0,64,segment_3n09ufoMWAg_1280x720.mp4
1899.6106567382812,33.22768020629883,0.9368733763694763,0.0,61,0,64,segment_3n09ufoMWAg_1280x720.mp4
2775.0874633789062,33.14948272705078,0.9316272735595703,0.0,62,0,64,segment_3n09ufoMWAg_1280x720.mp4
2466.4808959960938,33.1292724609375,0.9288901090621948,0.0,63,0,64,segment_3n09ufoMWAg_1280x720.mp4
1959.4788818359375,32.993770599365234,0.9285520911216736,0.0,64,0,64,segment_3n09ufoMWAg_1280x720.mp4
1597.6138916015625,33.050994873046875,0.9266008138656616,0.0,65,0,64,segment_3n09ufoMWAg_1280x720.mp4
1655.6525268554688,32.6558837890625,0.9214393496513367,0.0,66,0,64,segment_3n09ufoMWAg_1280x720.mp4
1076.7483215332031,32.55625534057617,0.9198101758956909,0.0,67,0,64,segment_3n09ufoMWAg_1280x720.mp4
975.7398986816406,32.92838668823242,0.919779896736145,0.0,68,0,64,segment_3n09ufoMWAg_1280x720.mp4
1113.5735778808594,33.0547981262207,0.9198071360588074,0.0,69,0,64,segment_3n09ufoMWAg_1280x720.mp4
1291.7345581054688,32.6099967956543,0.9153468608856201,0.0,70,0,64,segment_3n09ufoMWAg_1280x720.mp4
988.4725952148438,32.69675064086914,0.9138681888580322,0.0,71,0,64,segment_3n09ufoMWAg_1280x720.mp4
1124.7611083984375,32.70537185668945,0.9121078252792358,0.0,72,0,64,segment_3n09ufoMWAg_1280x720.mp4
1012.4097747802734,32.827980041503906,0.9122211933135986,0.0,73,0,64,segment_3n09ufoMWAg_1280x720.mp4
882.1479034423828,32.8311653137207,0.9119462966918945,0.0,74,0,64,segment_3n09ufoMWAg_1280x720.mp4
1071.780532836914,33.19690704345703,0.9134263396263123,0.0,75,0,64,segment_3n09ufoMWAg_1280x720.mp4
1259.1739501953125,33.238502502441406,0.9115576148033142,0.0,76,0,64,segment_3n09ufoMWAg_1280x720.mp4
1597.4492797851562,33.11117172241211,0.9065484404563904,0.0,77,0,64,segment_3n09ufoMWAg_1280x720.mp4
2764.8377990722656,33.01031494140625,0.8998621702194214,0.0,78,0,64,segment_3n09ufoMWAg_1280x720.mp4
3456.189697265625,32.62895202636719,0.8876277208328247,0.0,79,0,64,segment_3n09ufoMWAg_1280x720.mp4
1856.158203125,32.73335266113281,0.890410840511322,0.0,80,0,64,segment_3n09ufoMWAg_1280x720.mp4
2009.7876892089844,32.845638275146484,0.890593409538269,0.0,81,0,64,segment_3n09ufoMWAg_1280x720.mp4
1514.255859375,33.00994110107422,0.8941125869750977,0.0,82,0,64,segment_3n09ufoMWAg_1280x720.mp4
2627.627471923828,32.828285217285156,0.8972198963165283,0.0,83,0,64,segment_3n09ufoMWAg_1280x720.mp4
1372.6375427246094,33.115230560302734,0.901583194732666,0.0,84,0,64,segment_3n09ufoMWAg_1280x720.mp4
1369.1239166259766,33.21969223022461,0.9022204279899597,0.0,85,0,64,segment_3n09ufoMWAg_1280x720.mp4
1706.7235107421875,33.36796951293945,0.902724027633667,0.0,86,0,64,segment_3n09ufoMWAg_1280x720.mp4
1445.3760375976562,33.404823303222656,0.9005856513977051,0.0,87,0,64,segment_3n09ufoMWAg_1280x720.mp4
1464.8040466308594,33.54728698730469,0.9045004844665527,0.0,88,0,64,segment_3n09ufoMWAg_1280x720.mp4
1333.4932403564453,33.3395881652832,0.9048185348510742,0.0,89,0,64,segment_3n09ufoMWAg_1280x720.mp4
1274.3161010742188,33.20518493652344,0.9056646227836609,0.0,90,0,64,segment_3n09ufoMWAg_1280x720.mp4
1335.7092895507812,32.9831657409668,0.9035557508468628,0.0,91,0,64,segment_3n09ufoMWAg_1280x720.mp4
1318.6116485595703,33.329345703125,0.9070798754692078,0.0,92,0,64,segment_3n09ufoMWAg_1280x720.mp4
1377.0414428710938,33.2401123046875,0.911353588104248,0.0,93,0,64,segment_3n09ufoMWAg_1280x720.mp4
1630.7940521240234,33.18947982788086,0.909578263759613,0.0,94,0,64,segment_3n09ufoMWAg_1280x720.mp4
1590.5194549560547,33.3077278137207,0.9088313579559326,0.0,95,0,64,segment_3n09ufoMWAg_1280x720.mp4
1292.6481323242188,33.423316955566406,0.9100936651229858,0.0,96,0,64,segment_3n09ufoMWAg_1280x720.mp4
1420.6838684082031,33.637699127197266,0.9100627899169922,0.0,97,0,64,segment_3n09ufoMWAg_1280x720.mp4
1221.7585906982422,33.856990814208984,0.9102532267570496,0.0,98,0,64,segment_3n09ufoMWAg_1280x720.mp4
956.6417541503906,34.00384521484375,0.9121390581130981,0.0,99,0,64,segment_3n09ufoMWAg_1280x720.mp4
981.7341156005859,33.84868240356445,0.9184073805809021,0.0,100,0,64,segment_3n09ufoMWAg_1280x720.mp4
1138.3548583984375,33.571903228759766,0.9167100787162781,0.0,101,0,64,segment_3n09ufoMWAg_1280x720.mp4
1157.5998840332031,33.36686325073242,0.9150621294975281,0.0,102,0,64,segment_3n09ufoMWAg_1280x720.mp4
1639.6728820800781,33.586124420166016,0.9157634973526001,0.0,103,0,64,segment_3n09ufoMWAg_1280x720.mp4
1260.2651824951172,33.52794647216797,0.9149629473686218,0.0,104,0,64,segment_3n09ufoMWAg_1280x720.mp4
1230.98486328125,33.63993453979492,0.9140633344650269,0.0,105,0,64,segment_3n09ufoMWAg_1280x720.mp4
1336.3226776123047,33.792152404785156,0.9140344858169556,0.0,106,0,64,segment_3n09ufoMWAg_1280x720.mp4
1368.0283813476562,33.95502853393555,0.9144574403762817,0.0,107,0,64,segment_3n09ufoMWAg_1280x720.mp4
1123.8323669433594,33.66152572631836,0.9133087396621704,0.0,108,0,64,segment_3n09ufoMWAg_1280x720.mp4
1034.3234252929688,33.65841293334961,0.9201354384422302,0.0,109,0,64,segment_3n09ufoMWAg_1280x720.mp4
962.6032104492188,33.63400650024414,0.9292682409286499,0.0,110,0,64,segment_3n09ufoMWAg_1280x720.mp4
964.7057800292969,33.52812957763672,0.9256076812744141,0.0,111,0,64,segment_3n09ufoMWAg_1280x720.mp4
1079.993896484375,33.732032775878906,0.9267743825912476,0.0,112,0,64,segment_3n09ufoMWAg_1280x720.mp4
1223.7203979492188,34.07240676879883,0.927668571472168,0.0,113,0,64,segment_3n09ufoMWAg_1280x720.mp4
1166.9627990722656,34.03627395629883,0.9277445673942566,0.0,114,0,64,segment_3n09ufoMWAg_1280x720.mp4
1282.5734558105469,34.07009506225586,0.9284374117851257,0.0,115,0,64,segment_3n09ufoMWAg_1280x720.mp4
1303.1907043457031,33.73382568359375,0.9266209006309509,0.0,116,0,64,segment_3n09ufoMWAg_1280x720.mp4
1066.3099975585938,33.36636734008789,0.9229857921600342,0.0,117,0,64,segment_3n09ufoMWAg_1280x720.mp4
997.4539489746094,33.47011947631836,0.9298199415206909,0.0,118,0,64,segment_3n09ufoMWAg_1280x720.mp4
983.9656372070312,33.49591064453125,0.9364993572235107,0.0,119,0,64,segment_3n09ufoMWAg_1280x720.mp4
882.0003356933594,33.652130126953125,0.9466313123703003,0.0,120,0,64,segment_3n09ufoMWAg_1280x720.mp4
963.879150390625,33.61197280883789,0.9439139366149902,0.0,121,0,64,segment_3n09ufoMWAg_1280x720.mp4
1059.7207946777344,33.529396057128906,0.9429818391799927,0.0,122,0,64,segment_3n09ufoMWAg_1280x720.mp4
1218.5915222167969,33.56230545043945,0.9402434229850769,0.0,123,0,64,segment_3n09ufoMWAg_1280x720.mp4
923.0003051757812,33.460777282714844,0.937151312828064,0.0,124,0,64,segment_3n09ufoMWAg_1280x720.mp4
926.0545654296875,33.26167297363281,0.9322085380554199,0.0,125,0,64,segment_3n09ufoMWAg_1280x720.mp4
973.5855407714844,33.297096252441406,0.9304422736167908,0.0,126,0,64,segment_3n09ufoMWAg_1280x720.mp4
1017.6041564941406,33.17831039428711,0.9271941184997559,0.0,127,0,64,segment_3n09ufoMWAg_1280x720.mp4
977.6637725830078,33.08930969238281,0.9246829748153687,0.0,128,0,64,segment_3n09ufoMWAg_1280x720.mp4
1123.6763000488281,32.87539291381836,0.9178969860076904,0.0,129,0,64,segment_3n09ufoMWAg_1280x720.mp4
1073.2933502197266,32.85674285888672,0.9161500334739685,0.0,130,0,64,segment_3n09ufoMWAg_1280x720.mp4
1094.5924072265625,32.764404296875,0.9136055707931519,0.0,131,0,64,segment_3n09ufoMWAg_1280x720.mp4
1177.2300109863281,32.5770378112793,0.9109041690826416,0.0,132,0,64,segment_3n09ufoMWAg_1280x720.mp4
1219.966323852539,32.69451904296875,0.9109846949577332,0.0,133,0,64,segment_3n09ufoMWAg_1280x720.mp4
1493.0609130859375,32.83980178833008,0.9106785655021667,0.0,134,0,64,segment_3n09ufoMWAg_1280x720.mp4
1192.1397094726562,32.6129150390625,0.9068500995635986,0.0,135,0,64,segment_3n09ufoMWAg_1280x720.mp4
1273.6974029541016,32.60187530517578,0.9091174602508545,0.0,136,0,64,segment_3n09ufoMWAg_1280x720.mp4
1250.7680206298828,32.5777473449707,0.9076970815658569,0.0,137,0,64,segment_3n09ufoMWAg_1280x720.mp4
1193.0286712646484,32.47275161743164,0.9055304527282715,0.0,138,0,64,segment_3n09ufoMWAg_1280x720.mp4
1256.1517181396484,32.38990783691406,0.9015185832977295,0.0,139,0,64,segment_3n09ufoMWAg_1280x720.mp4
1106.659408569336,32.4893684387207,0.9032389521598816,0.0,140,0,64,segment_3n09ufoMWAg_1280x720.mp4
1145.7583923339844,32.570858001708984,0.902887225151062,0.0,141,0,64,segment_3n09ufoMWAg_1280x720.mp4
1111.9221496582031,32.56143569946289,0.901901125907898,0.0,142,0,64,segment_3n09ufoMWAg_1280x720.mp4
1218.1870727539062,32.38479232788086,0.8991183638572693,0.0,143,0,64,segment_3n09ufoMWAg_1280x720.mp4
2075.793701171875,32.59145736694336,0.9010075330734253,0.0,144,0,64,segment_3n09ufoMWAg_1280x720.mp4
1301.5594329833984,32.569000244140625,0.9007672667503357,0.0,145,0,64,segment_3n09ufoMWAg_1280x720.mp4
1382.940658569336,32.74778747558594,0.904522180557251,0.0,146,0,64,segment_3n09ufoMWAg_1280x720.mp4
1499.4842834472656,32.632328033447266,0.9023968577384949,0.0,147,0,64,segment_3n09ufoMWAg_1280x720.mp4
1157.4800109863281,32.67106628417969,0.9024631381034851,0.0,148,0,64,segment_3n09ufoMWAg_1280x720.mp4
1025.2584838867188,32.71018600463867,0.901645302772522,0.0,149,0,64,segment_3n09ufoMWAg_1280x720.mp4
985.3248901367188,32.587955474853516,0.9037930369377136,0.0,150,0,64,segment_3n09ufoMWAg_1280x720.mp4
1127.0099334716797,32.47210693359375,0.8985271453857422,0.0,151,0,64,segment_3n09ufoMWAg_1280x720.mp4
1144.7985229492188,32.521629333496094,0.9011893272399902,0.0,152,0,64,segment_3n09ufoMWAg_1280x720.mp4
923.2837677001953,32.69615936279297,0.9077641367912292,0.0,153,0,64,segment_3n09ufoMWAg_1280x720.mp4
1164.4332122802734,32.5946159362793,0.90593421459198,0.0,154,0,64,segment_3n09ufoMWAg_1280x720.mp4
1572.9429626464844,32.85539627075195,0.908474326133728,0.0,155,0,64,segment_3n09ufoMWAg_1280x720.mp4
1608.5452575683594,33.12553405761719,0.9123786687850952,0.0,156,0,64,segment_3n09ufoMWAg_1280x720.mp4
1548.0931396484375,33.32038116455078,0.911064863204956,0.0,157,0,64,segment_3n09ufoMWAg_1280x720.mp4
1131.4260559082031,33.27998352050781,0.912501335144043,0.0,158,0,64,segment_3n09ufoMWAg_1280x720.mp4
1017.8566284179688,33.32826232910156,0.912131667137146,0.0,159,0,64,segment_3n09ufoMWAg_1280x720.mp4
1226.2136840820312,32.715476989746094,0.9153933525085449,0.0,160,0,64,segment_3n09ufoMWAg_1280x720.mp4
1214.2236328125,32.712005615234375,0.9133248329162598,0.0,161,0,64,segment_3n09ufoMWAg_1280x720.mp4
1330.4938354492188,32.650909423828125,0.9088133573532104,0.0,162,0,64,segment_3n09ufoMWAg_1280x720.mp4
1372.0652770996094,32.84300231933594,0.909450888633728,0.0,163,0,64,segment_3n09ufoMWAg_1280x720.mp4
1505.585693359375,33.21058654785156,0.9088945388793945,0.0,164,0,64,segment_3n09ufoMWAg_1280x720.mp4
1359.1172790527344,33.48329162597656,0.9114791750907898,0.0,165,0,64,segment_3n09ufoMWAg_1280x720.mp4
1486.9180297851562,33.38422775268555,0.9064881205558777,0.0,166,0,64,segment_3n09ufoMWAg_1280x720.mp4
1470.9878234863281,33.58323669433594,0.9088982343673706,0.0,167,0,64,segment_3n09ufoMWAg_1280x720.mp4
1236.9954071044922,33.46521759033203,0.909850537776947,0.0,168,0,64,segment_3n09ufoMWAg_1280x720.mp4
1117.5681762695312,33.34931564331055,0.9142739772796631,0.0,169,0,64,segment_3n09ufoMWAg_1280x720.mp4
973.0804901123047,33.432411193847656,0.9265128970146179,0.0,170,0,64,segment_3n09ufoMWAg_1280x720.mp4
960.9187927246094,33.444915771484375,0.9249541163444519,0.0,171,0,64,segment_3n09ufoMWAg_1280x720.mp4
1057.1011352539062,33.365447998046875,0.9227317571640015,0.0,172,0,64,segment_3n09ufoMWAg_1280x720.mp4
1232.9284973144531,33.40947723388672,0.9225916862487793,0.0,173,0,64,segment_3n09ufoMWAg_1280x720.mp4
1191.3156433105469,33.39860916137695,0.9219467043876648,0.0,174,0,64,segment_3n09ufoMWAg_1280x720.mp4
1121.4351501464844,33.338134765625,0.9183316230773926,0.0,175,0,64,segment_3n09ufoMWAg_1280x720.mp4
1166.8511505126953,33.356285095214844,0.9167274236679077,0.0,176,0,64,segment_3n09ufoMWAg_1280x720.mp4
1218.6538391113281,33.28339385986328,0.9196256399154663,0.0,177,0,64,segment_3n09ufoMWAg_1280x720.mp4
1163.8878173828125,33.08389663696289,0.923474907875061,0.0,178,0,64,segment_3n09ufoMWAg_1280x720.mp4
1320.5293884277344,33.067928314208984,0.9301319122314453,0.0,179,0,64,segment_3n09ufoMWAg_1280x720.mp4
1648.4028625488281,32.97777557373047,0.9350671768188477,0.0,180,0,64,segment_3n09ufoMWAg_1280x720.mp4
2113.0059814453125,32.84038162231445,0.9273227453231812,0.0,181,0,64,segment_3n09ufoMWAg_1280x720.mp4
2465.0743408203125,32.73979568481445,0.9209732413291931,0.0,182,0,64,segment_3n09ufoMWAg_1280x720.mp4
2888.3721313476562,32.368385314941406,0.913442075252533,0.0,183,0,64,segment_3n09ufoMWAg_1280x720.mp4
3233.641845703125,32.56759262084961,0.9134315252304077,0.0,184,0,64,segment_3n09ufoMWAg_1280x720.mp4
1910.7442626953125,32.491451263427734,0.9136136770248413,0.0,185,0,64,segment_3n09ufoMWAg_1280x720.mp4
1454.0679779052734,32.45570373535156,0.9117031097412109,0.0,186,0,64,segment_3n09ufoMWAg_1280x720.mp4
2087.03173828125,32.977134704589844,0.9120473265647888,0.0,187,0,64,segment_3n09ufoMWAg_1280x720.mp4
1910.6380920410156,32.79642105102539,0.9030362963676453,0.0,188,0,64,segment_3n09ufoMWAg_1280x720.mp4
1841.4651489257812,32.36983871459961,0.8957992792129517,0.0,189,0,64,segment_3n09ufoMWAg_1280x720.mp4
1313.0615692138672,32.866329193115234,0.8993856906890869,0.0,190,0,64,segment_3n09ufoMWAg_1280x720.mp4
1191.3963775634766,32.973419189453125,0.9011772871017456,0.0,191,0,64,segment_3n09ufoMWAg_1280x720.mp4
1330.4784851074219,32.75895690917969,0.897128701210022,0.0,192,0,64,segment_3n09ufoMWAg_1280x720.mp4
1232.0098266601562,32.81121826171875,0.8956513404846191,0.0,193,0,64,segment_3n09ufoMWAg_1280x720.mp4
1520.4203186035156,32.667911529541016,0.8917384147644043,0.0,194,0,64,segment_3n09ufoMWAg_1280x720.mp4
1750.0514221191406,32.517940521240234,0.8885213732719421,0.0,195,0,64,segment_3n09ufoMWAg_1280x720.mp4
1548.4915771484375,32.62166213989258,0.887507438659668,0.0,196,0,64,segment_3n09ufoMWAg_1280x720.mp4
1090.7203674316406,32.66815948486328,0.8889886736869812,0.0,197,0,64,segment_3n09ufoMWAg_1280x720.mp4
1212.2020568847656,32.76360321044922,0.889764666557312,0.0,198,0,64,segment_3n09ufoMWAg_1280x720.mp4
1090.0522003173828,32.74027633666992,0.8878397941589355,0.0,199,0,64,segment_3n09ufoMWAg_1280x720.mp4
785.5854873657227,38.739112854003906,0.9832266569137573,0.0,1,1,64,segment_3n09ufoMWAg_1280x720.mp4
661.7773132324219,37.31464767456055,0.9786187410354614,0.0,2,1,64,segment_3n09ufoMWAg_1280x720.mp4
635.3129730224609,36.9666748046875,0.9754711985588074,0.0,3,1,64,segment_3n09ufoMWAg_1280x720.mp4
769.0350341796875,36.89257049560547,0.9722943305969238,0.0,4,1,64,segment_3n09ufoMWAg_1280x720.mp4
1079.4967651367188,36.46722412109375,0.9677728414535522,0.0,5,1,64,segment_3n09ufoMWAg_1280x720.mp4
1225.8768615722656,35.704994201660156,0.9611716270446777,0.0,6,1,64,segment_3n09ufoMWAg_1280x720.mp4
1481.2881469726562,35.004058837890625,0.9501892924308777,0.0,7,1,64,segment_3n09ufoMWAg_1280x720.mp4
1950.8099670410156,34.372703552246094,0.942865252494812,0.0,8,1,64,segment_3n09ufoMWAg_1280x720.mp4
1724.6165161132812,34.376304626464844,0.9408504962921143,0.0,9,1,64,segment_3n09ufoMWAg_1280x720.mp4
2272.638702392578,34.46408462524414,0.9322401881217957,0.0,10,1,64,segment_3n09ufoMWAg_1280x720.mp4
2055.334991455078,34.3642692565918,0.9276992678642273,0.0,11,1,64,segment_3n09ufoMWAg_1280x720.mp4
1888.9526672363281,33.85615921020508,0.9271222352981567,0.0,12,1,64,segment_3n09ufoMWAg_1280x720.mp4
1827.6620483398438,34.493141174316406,0.9276125431060791,0.0,13,1,64,segment_3n09ufoMWAg_1280x720.mp4
1618.3822631835938,33.92743682861328,0.9224507212638855,0.0,14,1,64,segment_3n09ufoMWAg_1280x720.mp4
1592.7125854492188,34.59700012207031,0.9236616492271423,0.0,15,1,64,segment_3n09ufoMWAg_1280x720.mp4
2237.3826599121094,34.08521270751953,0.9134876132011414,0.0,16,1,64,segment_3n09ufoMWAg_1280x720.mp4
2373.044708251953,34.19457244873047,0.9112571477890015,0.0,17,1,64,segment_3n09ufoMWAg_1280x720.mp4
2358.272705078125,34.05342102050781,0.9046664237976074,0.0,18,1,64,segment_3n09ufoMWAg_1280x720.mp4
1662.4036560058594,33.534061431884766,0.9025990962982178,0.0,19,1,64,segment_3n09ufoMWAg_1280x720.mp4
1283.8808898925781,34.05914306640625,0.9047518968582153,0.0,20,1,64,segment_3n09ufoMWAg_1280x720.mp4
1119.9459686279297,33.665802001953125,0.9004321098327637,0.0,21,1,64,segment_3n09ufoMWAg_1280x720.mp4
1145.9086608886719,34.02682876586914,0.9017876982688904,0.0,22,1,64,segment_3n09ufoMWAg_1280x720.mp4
1661.2942504882812,34.21829605102539,0.9020111560821533,0.0,23,1,64,segment_3n09ufoMWAg_1280x720.mp4
1623.9388427734375,33.4033317565918,0.8953186869621277,0.0,24,1,64,segment_3n09ufoMWAg_1280x720.mp4
1618.1872863769531,33.528968811035156,0.8947597742080688,0.0,25,1,64,segment_3n09ufoMWAg_1280x720.mp4
1697.7190399169922,33.46602249145508,0.8927422761917114,0.0,26,1,64,segment_3n09ufoMWAg_1280x720.mp4
1460.6719055175781,33.35995864868164,0.8914625644683838,0.0,27,1,64,segment_3n09ufoMWAg_1280x720.mp4
1535.6474609375,33.18803405761719,0.8901325464248657,0.0,28,1,64,segment_3n09ufoMWAg_1280x720.mp4
1209.6894226074219,33.06227111816406,0.8908059000968933,0.0,29,1,64,segment_3n09ufoMWAg_1280x720.mp4
1229.131591796875,33.26917266845703,0.8951634764671326,0.0,30,1,64,segment_3n09ufoMWAg_1280x720.mp4
989.3259735107422,33.62989044189453,0.8980996012687683,0.0,31,1,64,segment_3n09ufoMWAg_1280x720.mp4
1092.5442352294922,33.70377731323242,0.8962416052818298,0.0,32,1,64,segment_3n09ufoMWAg_1280x720.mp4
1223.1472930908203,33.958126068115234,0.9081101417541504,0.0,33,1,64,segment_3n09ufoMWAg_1280x720.mp4
1571.272476196289,33.76481628417969,0.9145371317863464,0.0,34,1,64,segment_3n09ufoMWAg_1280x720.mp4
1388.2887420654297,33.796607971191406,0.9154106974601746,0.0,35,1,64,segment_3n09ufoMWAg_1280x720.mp4
1383.8355712890625,34.03766632080078,0.9143545031547546,0.0,36,1,64,segment_3n09ufoMWAg_1280x720.mp4
1376.9199829101562,34.14466857910156,0.9132202863693237,0.0,37,1,64,segment_3n09ufoMWAg_1280x720.mp4
1576.2135772705078,34.01963806152344,0.9100165367126465,0.0,38,1,64,segment_3n09ufoMWAg_1280x720.mp4
